UserID,SignupDate,SignupDay,SignupTime,Age,Gender,City,State,Country,Language,DeviceType,DeviceModel,OSDetails,AppVersion,ISP,AcquisitionSource,Campaign,Adgroup,FirstEventName,LandingPageViewed,ProfileCompleted,NotificationPermissionGiven,FirstSessionDurationSec,FirstSessionEventCount,ViewedPricingPage,ViewedServicePage,UsedSearch,AddedWalletMoneyOnSignupDay,SignupWalletBalance,DevicePriceTier,AcquisitionCostBucket,SignupIntentScore,PremiumDeviceFlag,HighIntentFirstSessionFlag,PaidAcquisitionFlag
200220,2026-01-22,Mon,Afternoon,29,Female,Jaipur,MP,India,Tamil,Android,Redmi Note,iOS 17,2.0.0,Jio,referral,organic,E,notification_open,1,1,1,149.0,15,0,0,1,0,106.08,Low,Low,4.0,0,1,0
200221,2025-12-05,Thu,Evening,27,Female,Pune,West Bengal,India,English,Android,iPhone 14,Android 14,2.0.0,Other,affiliate,install_campaign,D,app_launch,1,0,0,349.0,7,0,0,0,0,60.84,Low,Low,1.3,0,0,1
200222,2025-12-11,Sun,Night,53,Male,Indore,Tamil Nadu,India,English,iOS,OnePlus Nord,iOS 17,1.2.3,BSNL,meta,install_campaign,E,notification_open,0,0,0,415.0,5,0,0,0,0,19.7,High,Medium,1.3,1,0,1
200223,2026-02-24,Tue,Morning,34,Female,Delhi,Karnataka,India,Bengali,Android,Redmi Note,iOS 17,2.0.0,ACT,referral,remarketing,E,view_home,0,1,1,118.0,10,1,1,1,0,158.85,High,Medium,5.7,1,1,0
200224,2025-06-12,Sun,Afternoon,54,Male,Pune,Telangana,UAE,Hindi,Android,iPhone 14,Android 13,1.2.3,Other,organic,install_campaign,E,app_launch,1,0,1,209.0,8,0,0,1,0,91.29,High,Low,1.0,1,0,0
200225,2025-05-18,Wed,Morning,40,Male,Jaipur,West Bengal,India,Telugu,iOS,Redmi Note,Android 14,1.0.1,ACT,meta,install_campaign,E,view_home,1,0,0,98.0,9,1,0,0,0,181.98,Mid,Low,1.2,0,0,1
200226,2026-05-20,Fri,Afternoon,56,Male,Kolkata,Delhi,India,Telugu,Android,iPhone 14,iOS 17,2.0.0,ACT,crm,organic,C,signup,1,0,0,131.0,2,0,0,0,0,57.35,High,Low,0.0,1,0,0
200227,2025-02-19,Sat,Evening,22,Male,Kolkata,West Bengal,India,Telugu,iOS,Redmi Note,Android 13,2.0.0,Airtel,meta,install_campaign,A,view_service,1,1,1,170.0,8,0,1,1,0,136.25,Mid,Medium,4.5,0,1,1
200228,2025-02-11,Sat,Afternoon,21,Female,Delhi,West Bengal,India,Hindi,iOS,Vivo V27,iOS 17,2.0.0,BSNL,google,remarketing,B,promo_click,1,0,0,72.0,14,0,1,0,0,165.8,Low,Low,2.5,0,0,1
200229,2025-04-08,Tue,Morning,43,Male,Kolkata,Telangana,India,Bengali,Android,OnePlus Nord,Android 13,1.2.3,Airtel,affiliate,brand_search,C,app_launch,1,1,1,152.0,12,0,1,0,0,108.78,High,Medium,4.5,1,1,1
200230,2025-01-26,Tue,Night,33,Male,Jaipur,Rajasthan,India,Hindi,iOS,iPhone 14,iOS 16,1.1.0,Jio,google,lookalike,A,notification_open,1,1,1,190.0,11,0,1,0,0,194.08,High,Medium,4.5,1,1,1
200231,2025-07-27,Mon,Afternoon,21,Female,Bengaluru,Maharashtra,India,Hindi,Android,Vivo V27,iOS 17,2.0.0,ACT,organic,organic,D,promo_click,1,0,0,349.0,11,0,0,1,1,83.72,Mid,Medium,6.3,0,1,0
200232,2025-03-10,Thu,Night,23,Male,Indore,Maharashtra,India,English,iOS,iPhone 14,Android 13,2.1.1,ACT,meta,lookalike,D,app_launch,1,0,0,229.0,3,0,0,0,0,14.27,Low,Medium,0.0,0,0,1
200233,2025-08-29,Tue,Afternoon,39,Male,Delhi,Telangana,India,English,iOS,Redmi Note,Android 14,1.1.0,BSNL,referral,organic,E,signup,0,1,0,147.0,13,0,0,0,0,178.6,High,Medium,3.0,1,0,0
200234,2026-02-13,Fri,Afternoon,31,Male,Jaipur,West Bengal,India,English,iOS,Vivo V27,Android 13,1.2.3,Vi,crm,remarketing,A,app_launch,1,1,0,366.0,10,0,1,0,0,284.12,Low,Medium,4.8,0,1,0
200235,2025-01-31,Fri,Afternoon,36,Male,Indore,MP,India,Hindi,iOS,iPhone 14,Android 14,1.0.1,ACT,crm,organic,D,app_launch,1,0,1,80.0,6,0,0,0,0,102.52,High,Medium,0.0,1,0,0
200236,2025-07-31,Sat,Evening,52,Male,Hyderabad,Telangana,India,Tamil,Android,OnePlus Nord,Android 12,1.2.3,Jio,meta,welcome_offer,B,view_home,1,1,1,180.0,11,0,0,0,0,28.42,Mid,Medium,3.0,0,0,1
200237,2024-12-08,Tue,Morning,33,Female,Indore,Delhi,UK,Bengali,Android,Redmi Note,Android 14,2.0.0,BSNL,meta,install_campaign,A,view_service,1,1,1,231.0,12,0,1,0,0,129.18,Mid,Low,4.5,0,1,1
200238,2026-05-08,Thu,Afternoon,20,Female,Pune,Rajasthan,India,Tamil,iOS,iPhone 14,iOS 17,1.2.3,ACT,meta,remarketing,A,view_home,1,0,1,262.0,13,0,1,0,0,59.66,Mid,Medium,3.8,0,0,1
200239,2025-07-23,Sun,Night,47,Female,Hyderabad,West Bengal,India,Tamil,Android,Redmi Note,iOS 17,1.2.3,Airtel,meta,install_campaign,C,view_service,1,1,0,78.0,10,0,0,0,0,103.75,Mid,Medium,2.0,0,0,1
200240,2025-09-04,Tue,Night,59,Female,Jaipur,Telangana,India,Hindi,iOS,Vivo V27,Android 13,1.0.1,Airtel,google,welcome_offer,A,view_home,1,1,0,33.0,8,0,1,0,0,88.78,Mid,Medium,3.5,0,0,1
200241,2025-10-29,Thu,Evening,41,Female,Jaipur,Delhi,UK,Tamil,Android,Redmi Note,Android 14,2.0.0,Jio,google,welcome_offer,D,view_service,0,0,1,185.0,3,0,1,0,0,255.21,Premium,Low,1.5,1,0,1
200242,2025-09-05,Mon,Afternoon,50,Female,Chennai,Rajasthan,Canada,Tamil,iOS,Redmi Note,Android 12,1.2.3,Airtel,affiliate,remarketing,C,promo_click,1,0,1,131.0,3,0,0,1,1,118.75,High,Low,4.0,1,1,1
200243,2025-04-29,Sat,Night,26,Male,Jaipur,Telangana,India,Bengali,Android,Redmi Note,Android 13,1.0.1,ACT,meta,organic,B,signup,1,0,0,403.0,5,0,1,0,1,79.82,Low,Medium,5.8,0,1,1
200244,2025-05-20,Mon,Afternoon,56,Female,Pune,Tamil Nadu,India,Bengali,Android,Samsung A14,iOS 17,1.1.0,ACT,affiliate,brand_search,C,app_launch,0,1,1,264.0,7,0,0,0,0,37.76,High,High,3.3,1,0,1
200245,2025-01-21,Thu,Evening,40,Male,Jaipur,MP,India,Bengali,iOS,iPhone 14,iOS 17,2.1.1,ACT,affiliate,welcome_offer,D,view_service,1,1,0,174.0,10,0,1,0,0,85.34,Mid,Low,3.5,0,0,1
200246,2025-12-18,Thu,Afternoon,27,Female,Pune,Telangana,UK,Hindi,iOS,Oppo F21,iOS 17,1.1.0,Other,affiliate,lookalike,C,notification_open,0,1,1,243.0,4,1,1,0,0,100.15,Low,Medium,6.0,0,1,1
200247,2025-08-10,Sun,Night,56,Female,Jaipur,Delhi,India,Telugu,Android,iPhone 13,iOS 16,1.0.1,Vi,meta,lookalike,B,notification_open,1,0,1,153.0,9,0,0,1,0,181.25,High,Low,1.0,1,0,1
200248,2025-06-04,Wed,Afternoon,40,Male,Indore,Maharashtra,India,Tamil,iOS,Samsung A14,Android 12,1.2.3,Other,meta,remarketing,C,notification_open,1,1,1,133.0,6,0,0,0,0,180.46,High,Low,2.0,1,0,1
200249,2025-11-23,Sat,Night,53,Female,Chennai,West Bengal,India,English,Android,Redmi Note,iOS 16,1.0.1,Other,affiliate,brand_search,B,view_service,1,0,1,140.0,9,0,0,0,1,45.03,Mid,Medium,3.0,0,0,1
